"","logID","fightID","sourceID","boss.x","rank_boss.x","Horde","PI","Salv","Vate","Wild Magic","Flm. Cap","Hotstreak","Speed","IB","BoP","Evo","FM","Tricks","Tenti","Bomb","Sapp","cs","Tailor","character_name","class","spec","dps","duration","duration_s","fightStartTime","logStartTime","boss.y","rank_boss.y","cat_ranking","gameID","server"
"337","CMWZYFRAt4bfXzhL",5,9,"Faction Champions",78,4,4,0,0,0,0,247,3,0,2,0,7,0,0,0,7,0,0,"Defeatppc","Mage","Fire",15927.203083342,210421,210.421,1690984814481,1690984137292,"Faction Champions",78,"Top-100",60392568,"Gehennas"
"338","CRfm8a2nqQP3wG9h",7,31,"Twin Val'kyr",38,2,1,0,0,1,0,51,1,0,0,0,5,0,0,0,5,0,0,"Bbparse","Mage","Fire",20007.919626718,118945,118.945,1694459500158,1694455718573,"Twin Val'kyr",38,"Top-100",64518749,"Sulfuron"
"339","CRxBnqyVwmXFkLv1",2,10,"The Northrend Beasts",263,4,0,0,0,0,1,58,2,2,0,2,7,0,0,7,0,0,0,"神迹叁爷","Mage","Fire",12265.776972403,227224,227.224,1693754415187,1693754403898,"The Northrend Beasts",263,"200-500",3462840,"逐風者"
"340","CVcg7wWTzBkHFZ9t",3,17,"Faction Champions",67,0,0,0,0,1,0,229,0,0,0,0,4,0,0,0,0,0,0,"Strobofrobo","Mage","Fire",16095.857763301,184200,184.2,1694268010152,1694267765728,"Faction Champions",67,"Top-100",70679963,"Lakeshire"
"341","CaQZbGrqw7dVBhTD",39,18,"Anub'arak",288,2,0,0,0,3,0,49,0,0,0,0,6,0,0,0,6,0,0,"夢魘小法神","Mage","Fire",13133.685806358,131263,131.263,1691852457488,1691839385534,"Anub'arak",288,"200-500",2084774,"阿拉希盆地"
"342","CaQZbGrqw7dVBhTD",39,131,"Anub'arak",276,2,0,0,0,0,0,49,3,0,0,0,6,0,0,0,6,0,0,"小手紧牵","Mage","Fire",13240.974227315,131263,131.263,1691852457488,1691839385534,"Anub'arak",276,"200-500",2703397,"阿拉希盆地"
"343","CbgFDhvKGQxBfNTw",3,24,"Lord Jaraxxus",101,2,2,6,2,0,0,37,3,2,0,0,8,0,0,8,0,0,1,"Monsterouss","Mage","Fire",19287.767685689,123419,123.419,1691427834246,1691427474490,"Lord Jaraxxus",101,"200-500",50539959,"Golemagg"
"344","CbgFDhvKGQxBfNTw",6,24,"Twin Val'kyr",213,2,2,2,0,0,0,52,3,0,0,0,6,0,0,6,6,0,1,"Monsterouss","Mage","Fire",19016.62136305,121771,121.771,1691428335422,1691427474490,"Twin Val'kyr",213,"200-500",50539959,"Golemagg"
"345","CgWBMn1LAyTwhfVd",39,9,"Anub'arak",297,2,0,0,0,2,0,53,0,2,0,0,5,0,0,0,5,0,0,"周公瑾","Mage","Fire",13079.02177378,144302,144.302,1691686391230,1691674339095,"Anub'arak",297,"200-500",2449315,"逐風者"
"346","CkKPjZRGarTVLdMy",22,34,"The Northrend Beasts",47,2,4,0,0,2,0,52,0,2,0,0,7,0,0,0,7,0,0,"爸爸爱喝啦菲","Mage","Fire",12982.303573036,203275,203.275,1692281836663,1692277885037,"The Northrend Beasts",47,"Top-100",2698309,"伊弗斯"
"347","Cmdtw8LBP4H2FnMv",2,24,"The Northrend Beasts",102,4,6,0,0,2,1,84,0,0,2,2,8,0,0,8,8,0,1,"专业被麻包谷","Mage","Fire",12659.794459968,281060,281.06,1692943882066,1692943870765,"The Northrend Beasts",102,"200-500",2824079,"阿拉希盆地"
"348","CnFcRkMWbf8zmGBD",5,15,"Faction Champions",220,0,0,0,0,0,0,184,1,0,2,0,5,0,0,0,0,5,0,"Zeki","Mage","Fire",15003.527043864,156505,156.505,1693998279005,1693997604546,"Faction Champions",220,"200-500",2662550,"Arugal"
"349","CptH3g1wc2GMBmR6",3,3,"Lord Jaraxxus",277,0,2,2,0,1,0,43,2,0,0,0,5,0,0,0,0,0,1,"Мкз","Mage","Fire",18401.158505208,143806,143.806,1693416656671,1693416160475,"Lord Jaraxxus",277,"200-500",26027409,"Пламегор"
"350","CqhZwMQkGdLWY3JH",2,12,"The Northrend Beasts",80,4,4,0,0,2,1,73,0,2,0,2,6,0,0,6,0,0,1,"Imnerd","Mage","Fire",12752.692404176,255817,255.817,1694455197484,1694455186180,"The Northrend Beasts",80,"Top-100",81926448,"Gehennas"
"351","Cv1nJ2dAYh4xarf3",5,25,"Faction Champions",124,2,0,0,0,0,0,168,1,0,0,0,5,0,0,0,0,0,1,"Selenus","Mage","Fire",15548.428663469,167628,167.628,1693847607556,1693847020271,"Faction Champions",124,"200-500",82972071,"Gehennas"
"352","CwMaXbKm14vBkAd8",19,15,"Anub'arak",155,2,0,0,0,0,0,55,3,2,0,0,6,0,0,6,0,0,0,"Ouchmytoes","Mage","Fire",13796.013789831,143294,143.294,1692242390840,1692236553653,"Anub'arak",155,"200-500",27919201,"Faerlina"
"353","Cy8vZj3PVYpgDd9W",3,55,"Lord Jaraxxus",157,2,2,2,0,1,0,26,2,0,0,0,0,0,0,0,0,0,1,"Velentìa","Mage","Fire",18900.782368095,104810,104.81,1693886013882,1693884682270,"Lord Jaraxxus",157,"200-500",36648188,"Grobbulus"
"354","Cy8vZj3PVYpgDd9W",8,55,"Anub'arak",94,2,0,0,0,0,0,62,1,2,0,0,0,0,0,0,0,5,1,"Velentìa","Mage","Fire",14184.173922003,155288,155.288,1693886585988,1693884682270,"Anub'arak",94,"Top-100",36648188,"Grobbulus"
"355","D4YqydT97nACvPh8",5,1,"Faction Champions",92,0,3,0,0,0,0,152,2,0,0,0,6,0,0,0,0,0,0,"Xaistyy","Mage","Fire",15776.548454624,162420,162.42,1692207933746,1692207333825,"Faction Champions",92,"Top-100",74876151,"PyrewoodVillage"
"356","D4qt2gCw3a971fYR",3,100,"Lord Jaraxxus",75,2,2,10,2,1,0,40,2,0,2,0,6,0,0,0,6,0,0,"Bláckyone","Mage","Fire",19548.763290747,141828,141.828,1689792337507,1689791265949,"Lord Jaraxxus",75,"Top-100",73807383,"Gehennas"
"357","D9RZy1XAVtP6wfCT",6,10,"Faction Champions",80,2,0,0,0,0,0,188,2,0,2,0,5,0,0,0,0,5,0,"Danwizard","Mage","Fire",15907.151399187,167240,167.24,1694110780168,1694109276872,"Faction Champions",80,"Top-100",71538715,"Gehennas"
"358","D9jtzQTB81bHyYRd",3,24,"Lord Jaraxxus",247,0,2,4,0,1,0,39,2,0,0,2,0,0,0,0,0,0,0,"Baz","Mage","Fire",18510.906725353,144498,144.498,1692814266335,1692813415725,"Lord Jaraxxus",247,"200-500",10829,"Golemagg"
"359","DA9Hn6xP1RC3cvZT",3,9,"Lord Jaraxxus",132,2,0,2,0,3,0,48,0,0,0,0,6,0,0,0,0,0,0,"Happinessc","Mage","Fire",19091.931716581,144281,144.281,1692967623686,1692967112955,"Lord Jaraxxus",132,"200-500",2426203,"伊弗斯"
"360","DAarPkGYNBRFnQ9t",31,6,"Lord Jaraxxus",111,2,0,0,0,3,0,25,0,0,0,0,6,0,0,0,0,0,0,"雷海柱","Mage","Fire",19204.025970176,101193,101.193,1692370168330,1692362273641,"Lord Jaraxxus",111,"200-500",1984887,"伊弗斯"
"361","DJh6gY4n3VKvkbXA",3,32,"Anub'arak",168,2,0,0,0,3,0,50,0,2,0,0,0,0,0,0,0,0,0,"陳好人","Mage","Fire",13721.689337563,131152,131.152,1693674127560,1693673141823,"Anub'arak",168,"200-500",4067470,"古雷曼格"
"362","DKL2RrVjAnFJmt17",2,17,"The Northrend Beasts",89,4,0,0,0,0,1,50,2,2,0,2,6,0,0,6,0,0,1,"火与冰","Mage","Fire",12723.307071646,215016,215.016,1692889434586,1692889423236,"The Northrend Beasts",89,"Top-100",2003488,"伊弗斯"
"363","DKL2RrVjAnFJmt17",3,17,"Lord Jaraxxus",3,2,0,2,0,0,0,29,3,0,0,0,6,0,0,0,6,0,0,"火与冰","Mage","Fire",22814.223582164,103926,103.926,1692890461812,1692889423236,"Lord Jaraxxus",3,"Top-100",2003488,"伊弗斯"
"364","DKL2RrVjAnFJmt17",6,16,"Anub'arak",57,2,0,0,0,1,0,36,2,0,0,0,5,0,0,0,5,0,0,"残月之抡","Mage","Fire",14588.584582385,114687,114.687,1692895935045,1692889423236,"Anub'arak",57,"Top-100",3798122,"伊弗斯"
"365","DKL2RrVjAnFJmt17",6,17,"Anub'arak",18,2,0,0,0,0,0,36,3,2,0,0,6,0,0,0,6,0,0,"火与冰","Mage","Fire",15357.442430267,114687,114.687,1692895935045,1692889423236,"Anub'arak",18,"Top-100",2003488,"伊弗斯"
"366","DKL2RrVjAnFJmt17",6,22,"Anub'arak",251,2,0,0,0,3,0,34,0,2,0,0,6,0,0,6,0,0,0,"隔壁班導師","Mage","Fire",13339.27123388,114687,114.687,1692895935045,1692889423236,"Anub'arak",251,"200-500",1200150,"伊弗斯"
"367","DNXakyjKJQ1qhZxw",2,36,"The Northrend Beasts",200,4,0,0,0,0,1,68,2,2,0,2,6,0,0,6,0,0,1,"Swigloote","Mage","Fire",12383.98849067,262332,262.332,1691019322736,1691018707451,"The Northrend Beasts",200,"200-500",61700480,"Whitemane"
"368","DNzTRcL1KC62knP8",3,19,"Lord Jaraxxus",187,2,2,0,0,1,0,30,2,0,0,0,5,0,0,0,0,0,1,"Dubuen","Mage","Fire",18742.129221383,125877,125.877,1693052503874,1693052140962,"Lord Jaraxxus",187,"200-500",2242704,"伊弗斯"
"369","DPf3n9xXA71wtcRK",16,24,"The Northrend Beasts",280,4,0,0,0,0,1,57,1,2,0,2,7,0,0,0,0,0,0,"洞若觀火","Mage","Fire",12243.53831609,213410,213.41,1693057348681,1693054952344,"The Northrend Beasts",280,"200-500",2482378,"伊弗斯"
"370","DTH9KNRg8y2hq6Ar",7,21,"Lord Jaraxxus",15,2,0,0,0,0,0,29,3,0,0,0,6,0,0,6,6,0,0,"子奇","Mage","Fire",21371.3211717,101357,101.357,1693309202095,1693307650260,"Lord Jaraxxus",15,"Top-100",2453592,"阿拉希盆地"
"371","DcKG4k729VFMAjtd",3,17,"Lord Jaraxxus",237,0,2,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,1,"Mhytra","Mage","Fire",18550.238774118,114334,114.334,1694455547979,1694454852815,"Lord Jaraxxus",237,"200-500",24711463,"Everlook"
"372","DcPhtRn2vFp4GXxC",2,12,"The Northrend Beasts",193,4,4,0,0,2,1,69,0,2,0,2,7,0,0,0,0,0,0,"Assessa","Mage","Fire",12390.261040649,253263,253.263,1694019659897,1694019602033,"The Northrend Beasts",193,"200-500",75015094,"Razorfen"
"373","Dct34XPrvhJd9Mbq",7,16,"Lord Jaraxxus",74,2,0,2,0,1,0,36,2,0,0,0,5,0,0,0,0,0,0,"柒小美","Mage","Fire",19563.277971087,111508,111.508,1692278486557,1692276899191,"Lord Jaraxxus",74,"Top-100",5984787,"阿拉希盆地"
"374","Dct34XPrvhJd9Mbq",40,1,"Anub'arak",169,2,2,0,0,1,0,57,0,2,0,0,5,0,0,5,0,0,0,"菜旭坤","Mage","Fire",13718.080347321,136358,136.358,1692287286135,1692276899191,"Anub'arak",169,"200-500",2088924,"阿拉希盆地"
"375","Dct34XPrvhJd9Mbq",40,34,"Anub'arak",71,2,0,0,0,0,0,59,3,0,0,0,6,0,0,0,6,0,0,"一百只皮皮猪","Mage","Fire",14405.806773347,136358,136.358,1692287286135,1692276899191,"Anub'arak",71,"Top-100",4976265,"阿拉希盆地"
"376","DfFNA2R4Pkz3Qv89",6,28,"The Northrend Beasts",6,3,4,0,0,0,1,53,2,0,2,2,7,0,0,7,7,0,0,"永恒之莹莹","Mage","Fire",13831.687431819,200128,200.128,1692289861763,1692289128805,"The Northrend Beasts",6,"Top-100",5203333,"伊弗斯"
"377","DfTNqnQFbVtC9Rg3",6,19,"Twin Val'kyr",235,2,2,0,0,3,0,53,0,0,0,0,6,0,0,0,0,0,0,"Puljin","Mage","Fire",18960.565825115,142871,142.871,1693428862104,1693427604505,"Twin Val'kyr",235,"200-500",19315347,"Gehennas"
"378","DfatF9mPbjTX7BgA",2,42,"The Northrend Beasts",107,4,4,0,0,0,0,70,2,2,0,2,7,0,7,0,0,0,1,"Wêasel","Mage","Fire",12622.446941777,246558,246.558,1693765145356,1693765008349,"The Northrend Beasts",107,"200-500",81931202,"Gehennas"
"379","Dh4LHC62V7Qc38Ty",2,9,"The Northrend Beasts",162,3,6,0,0,1,1,84,0,2,2,2,8,0,0,8,0,0,1,"隔壁老里","Mage","Fire",12478.380405796,304631,304.631,1691814836672,1691814675420,"The Northrend Beasts",162,"200-500",6992087,"逐風者"
"380","Dj4m1bXNr7nvzyMf",5,32,"Faction Champions",244,2,0,0,0,0,0,225,0,0,0,0,5,0,0,0,0,5,1,"Weazelnews","Mage","Fire",14899.490500162,197056,197.056,1693855493246,1693854620645,"Faction Champions",244,"200-500",83157939,"Gehennas"
"381","Dk1xYv63dJ8RTPQ2",6,15,"Twin Val'kyr",135,2,0,0,0,1,0,53,2,0,0,0,5,2,0,5,5,0,0,"Cowslappings","Mage","Fire",19270.891954858,132204,132.204,1691547260752,1691546350716,"Twin Val'kyr",135,"200-500",62115593,"Whitemane"
"382","DmPzRA3ntxj6yvcb",6,17,"Faction Champions",82,2,0,0,0,0,0,259,1,0,2,0,5,0,0,5,0,0,0,"Dysecoin","Mage","Fire",15897.426180071,248036,248.036,1691515888671,1691515080648,"Faction Champions",82,"Top-100",54450838,"Gehennas"
"383","DzKCAaX8QMYVbwNR",2,61,"The Northrend Beasts",115,4,4,0,0,2,1,76,0,2,2,2,6,0,0,6,0,0,1,"Snw","Mage","Fire",12597.781749116,275940,275.94,1691609407363,1691609089140,"The Northrend Beasts",115,"200-500",69492163,"Sulfuron"
"384","DzwhpbQfnjYdxHG7",2,36,"The Northrend Beasts",122,4,0,0,4,2,0,0,0,2,2,2,4,0,0,0,0,0,1,"Skuggwp","Mage","Arcane",12577.934408145,245975,245.975,1691602638417,1691601473978,"The Northrend Beasts",122,"200-500",81606995,"Venoxis"
"385","F2K8LaNXJx46YcMh",2,22,"The Northrend Beasts",216,4,0,0,0,0,1,63,2,2,0,2,7,0,0,0,0,0,1,"Falanym","Mage","Fire",12361.704132031,249055,249.055,1693883363891,1693883352571,"The Northrend Beasts",216,"200-500",62098923,"Whitemane"
"386","F6n7jGXJY1fyBxdN",23,17,"Anub'arak",5,0,0,0,0,1,0,55,0,0,0,0,4,0,0,0,4,0,0,"浮生諾梦","Mage","Fire",15964.07461127,128238,128.238,1693667858242,1693661755816,"Anub'arak",5,"Top-100",4433082,"逐風者"
"387","F6v4GzwAPrkLVKND",9,7,"Anub'arak",286,2,0,0,0,0,0,56,3,2,0,0,0,0,0,0,6,0,0,"밥넘법사","Mage","Fire",13138.364691697,142652,142.652,1692967372078,1692964349748,"Anub'arak",286,"200-500",25910019,"로크홀라"
"388","F8NAG4RJ3MYVPqB6",9,26,"Twin Val'kyr",147,2,0,0,0,1,0,42,0,0,0,0,5,0,0,0,5,0,0,"古手梨花","Mage","Fire",19223.164732292,104685,104.685,1693317543951,1693315324925,"Twin Val'kyr",147,"200-500",4139955,"逐風者"
"389","F9qxWLbT3GDAR8QY",39,12,"The Northrend Beasts",37,2,0,0,0,0,1,48,2,2,0,2,5,0,0,0,0,0,0,"구원","Mage","Fire",13066.517393241,185897,185.897,1693665170929,1693654632240,"The Northrend Beasts",37,"Top-100",30896948,"로크홀라"
"390","F9qxWLbT3GDAR8QY",39,38,"The Northrend Beasts",179,2,0,0,0,0,1,53,2,2,0,2,5,0,0,0,0,0,0,"물은먹고다니냐","Mage","Fire",12421.019100401,185897,185.897,1693665170929,1693654632240,"The Northrend Beasts",179,"200-500",30096734,"로크홀라"
"391","F9qxWLbT3GDAR8QY",39,46,"The Northrend Beasts",16,2,0,0,0,0,1,48,2,2,0,2,4,0,0,4,4,4,0,"Syusyu","Mage","Fire",13425.738532337,185897,185.897,1693665170929,1693654632240,"The Northrend Beasts",16,"Top-100",30879239,"로크홀라"
"392","FALpfnJ1N4MbgxW8",7,7,"Twin Val'kyr",119,2,2,0,0,2,0,48,1,0,0,0,5,0,0,5,0,0,1,"Imnerd","Mage","Fire",19348.803698709,129775,129.775,1693937063956,1693936220900,"Twin Val'kyr",119,"200-500",81926448,"Gehennas"
"393","FBCRmy7aVpMkwL91",3,23,"Lord Jaraxxus",184,2,2,6,4,0,0,42,3,0,2,0,9,0,0,9,0,9,1,"Cowslapping","Mage","Fire",18756.445995503,140979,140.979,1689645639560,1689645103635,"Lord Jaraxxus",184,"200-500",62161757,"Whitemane"
"394","FBZTfb8GxNCnV2PA",3,17,"Lord Jaraxxus",94,2,2,4,2,0,0,40,3,0,0,0,7,0,0,7,0,0,1,"隔壁老里","Mage","Fire",19387.297384877,145041,145.041,1690608179161,1690607261689,"Lord Jaraxxus",94,"Top-100",6992087,"逐風者"
"395","FBkvyR6wVTQJfKC3",5,7,"Faction Champions",93,2,0,0,0,2,0,144,0,2,0,0,5,0,0,0,0,0,1,"Mxj","Mage","Fire",15775.111834079,147540,147.54,1693847549856,1693846894488,"Faction Champions",93,"Top-100",16779969,"Faerlina"
"396","FC2YcPxanj9kbtvL",41,24,"The Northrend Beasts",4,4,4,0,0,0,1,63,2,2,0,2,7,0,0,7,0,0,0,"小魚寻欢","Mage","Fire",14042.95446759,203654,203.654,1692976471047,1692967331897,"The Northrend Beasts",4,"Top-100",4229197,"阿拉希盆地"
"397","FC2YcPxanj9kbtvL",43,24,"Lord Jaraxxus",45,2,2,0,0,0,0,30,3,0,0,0,5,0,0,5,0,0,1,"小魚寻欢","Mage","Fire",19947.513128853,105112,105.112,1692977682615,1692967331897,"Lord Jaraxxus",45,"Top-100",4229197,"阿拉希盆地"
"398","FC2YcPxanj9kbtvL",75,19,"Twin Val'kyr",39,2,0,0,0,3,0,40,0,0,0,0,6,0,0,0,6,0,0,"炎爆丶","Mage","Fire",20003.225291075,100146,100.146,1692986609282,1692967331897,"Twin Val'kyr",39,"Top-100",4182128,"阿拉希盆地"
"399","FC2YcPxanj9kbtvL",82,11,"Anub'arak",298,2,0,0,0,3,0,42,0,2,0,0,6,0,0,0,0,0,0,"文大炮","Mage","Fire",13075.928293966,124341,124.341,1692989009699,1692967331897,"Anub'arak",298,"200-500",2352773,"阿拉希盆地"
"400","FC2YcPxanj9kbtvL",82,24,"Anub'arak",103,2,1,0,0,0,0,45,3,0,0,0,6,0,0,6,0,0,0,"小魚寻欢","Mage","Fire",14113.333494181,124341,124.341,1692989009699,1692967331897,"Anub'arak",103,"200-500",4229197,"阿拉希盆地"
"401","FDdXMWrAPVqLCvyT",5,47,"Faction Champions",40,2,2,0,0,0,0,174,0,1,0,0,5,0,0,0,0,0,1,"你好烦","Mage","Fire",16639.502242306,175266,175.266,1691332393576,1691331138166,"Faction Champions",40,"Top-100",2424290,"伊弗斯"
"402","FJQg8H69LTxzRbj7",3,33,"Lord Jaraxxus",52,2,1,2,0,3,0,32,0,0,0,0,6,0,0,0,6,6,1,"晨曦的思恋","Mage","Fire",19793.183139642,135869,135.869,1694175987259,1694175018698,"Lord Jaraxxus",52,"Top-100",2878530,"逐風者"
"403","FK4Rv7BJVMh3X8D6",5,23,"Faction Champions",90,2,2,0,0,0,0,180,3,2,2,0,6,0,0,6,0,6,1,"Tilterxd","Mage","Fire",15779.060687494,185689,185.689,1694033410816,1694032768601,"Faction Champions",90,"Top-100",61715062,"Gehennas"
"404","FKCY4fmMgpJ7yDwT",6,2,"Twin Val'kyr",36,2,2,2,0,0,0,51,2,0,0,0,5,0,0,0,0,0,0,"Sakusemage","Mage","Fire",20037.136141452,122953,122.953,1693334655427,1693333288608,"Twin Val'kyr",36,"Top-100",72152183,"Gehennas"
"405","FLGq3m8M4p7wBxNk",6,22,"Twin Val'kyr",134,1,2,0,0,0,0,49,3,0,0,0,6,0,0,6,6,0,1,"Ramranchman","Mage","Fire",19275.482931357,124966,124.966,1692007341674,1692006251735,"Twin Val'kyr",134,"200-500",2304963,"Arugal"
"406","FPrzv2AQXG1d46pK",57,35,"Anub'arak",222,2,0,0,0,3,0,41,0,0,0,0,6,0,0,0,6,0,0,"萧炎丷","Mage","Fire",13485.694630231,130825,130.825,1693065159389,1693050461526,"Anub'arak",222,"200-500",3640808,"古雷曼格"
"407","FRQgjtTYm8wbqHB9",2,23,"The Northrend Beasts",202,4,6,0,0,2,1,87,0,2,2,2,8,0,0,0,0,0,0,"Dragon","Mage","Fire",12381.328319101,320568,320.568,1694093043274,1694092259875,"The Northrend Beasts",202,"200-500",2890095,"逐風者"
"408","FYd3pX2rDgaBL8Zh",3,10,"Lord Jaraxxus",205,2,2,4,1,1,0,45,1,2,0,0,7,0,0,0,0,0,0,"弱水鹰法","Mage","Fire",18666.957552487,137511,137.511,1692876556298,1692876105754,"Lord Jaraxxus",205,"200-500",6760919,"古雷曼格"
"409","FYn81PTdw62qMQpW",43,14,"Twin Val'kyr",300,2,0,0,0,0,0,35,3,0,0,0,6,0,0,6,6,0,0,"Susbob","Mage","Fire",18792.074592075,92235,92.235,1693603558770,1693592428685,"Twin Val'kyr",300,"200-500",70282167,"Gehennas"
"410","FYymxqfDjV9WbZ3d",86,225,"Anub'arak",238,2,2,0,0,2,0,44,0,2,0,0,5,0,0,0,5,0,0,"嘤嘤怪","Mage","Fire",13371.956254802,139261,139.261,1692986423389,1692963377593,"Anub'arak",238,"200-500",3213773,"古雷曼格"
"411","FYz8LAbXfrqypJat",2,14,"The Northrend Beasts",279,4,6,0,0,2,1,77,0,2,2,2,9,0,0,0,0,0,1,"晴天小法","Mage","Fire",12244.368815684,286285,286.285,1694173350650,1694173339371,"The Northrend Beasts",279,"200-500",2385497,"逐風者"
"412","FazD3NjTG7fbCy6R",3,11,"Lord Jaraxxus",190,2,2,0,0,1,0,36,2,0,0,0,5,0,0,5,5,0,0,"Bleachedkey","Mage","Fire",18725.666076753,123747,123.747,1694205363254,1694204470559,"Lord Jaraxxus",190,"200-500",68587693,"Golemagg"
"413","FbVXxcqyM4RmtpC7",8,7,"Faction Champions",62,0,0,0,0,0,0,152,2,0,0,0,5,0,0,5,0,0,0,"Worrisome","Mage","Fire",16194.093751245,150654,150.654,1690420892917,1690419248675,"Faction Champions",62,"Top-100",28269383,"Pagle"
"414","FcD7Bka24gyQnMmf",23,361,"Lord Jaraxxus",29,2,0,0,0,1,0,24,2,0,0,0,5,0,0,5,0,5,0,"丨卡乄尔丨","Mage","Fire",20326.484638547,88338,88.338,1693317726680,1693311404352,"Lord Jaraxxus",29,"Top-100",6100311,"阿拉希盆地"
"415","FpqC4Wbt7VL6QXcZ",5,28,"Faction Champions",272,0,0,0,0,0,0,172,0,2,0,0,5,0,0,0,0,0,1,"Mayni","Mage","Fire",14779.449070973,189607,189.607,1694200645011,1694199577094,"Faction Champions",272,"200-500",46753503,"Firemaw"
"416","FxBLQgrcChVqjd9H",56,27,"Anub'arak",205,2,0,0,0,3,0,46,0,0,0,0,6,0,0,0,6,0,0,"漓澍","Mage","Fire",13550.652237966,149332,149.332,1692891725549,1692878058672,"Anub'arak",205,"200-500",5184703,"古雷曼格"
"417","FxPjfy9acg2qDrRQ",3,9,"Lord Jaraxxus",62,2,2,2,0,3,0,33,0,0,0,0,5,0,0,0,5,0,1,"Qwazymagi","Mage","Fire",19699.527722463,131067,131.067,1692037465058,1692036990289,"Lord Jaraxxus",62,"Top-100",57609033,"Gehennas"
"418","FxPjfy9acg2qDrRQ",6,9,"Twin Val'kyr",208,2,2,0,0,1,0,61,0,0,0,0,5,0,0,0,5,0,1,"Qwazymagi","Mage","Fire",19023.423374801,148228,148.228,1692038224556,1692036990289,"Twin Val'kyr",208,"200-500",57609033,"Gehennas"
"419","FxqgmwRDYX9jKBzt",6,20,"Twin Val'kyr",131,2,2,0,0,0,0,52,3,0,0,0,6,0,0,0,0,0,0,"Mazvind","Mage","Fire",19282.180006322,132862,132.862,1693423552635,1693421157744,"Twin Val'kyr",131,"200-500",40083692,"Mandokir"
"420","FyCnV71gMzLpRYtD",2,24,"The Northrend Beasts",194,4,6,2,0,0,1,94,2,2,2,2,8,2,0,0,0,0,1,"Cheezuss","Mage","Fire",12390.220362012,346558,346.558,1692992234756,1692991903023,"The Northrend Beasts",194,"200-500",72690698,"Venoxis"
"421","G4MAcbTBVRFCPwmf",3,13,"Lord Jaraxxus",60,2,2,2,0,2,0,38,0,0,0,0,5,0,0,5,5,0,0,"Singdancerap","Mage","Fire",19709.748218674,129398,129.398,1693919078886,1693918673833,"Lord Jaraxxus",60,"Top-100",6817064,"逐風者"
"422","G4bY68pAwgyzxd1V",2,13,"The Northrend Beasts",277,4,2,0,0,0,1,68,2,0,2,2,7,0,0,0,0,0,0,"麻子麻子麻子","Mage","Fire",12248.939537828,262830,262.83,1694437138353,1694436631016,"The Northrend Beasts",277,"200-500",5735532,"伊弗斯"
"423","G4tBP9RLv21WZNwH",46,6,"Anub'arak",49,0,2,0,0,1,0,56,2,2,0,0,5,0,0,5,0,0,0,"Frmrsx","Mage","Fire",14716.946038861,131187,131.187,1693532901698,1693523601154,"Anub'arak",49,"Top-100",63957772,"Benediction"
"424","G4tBP9RLv21WZNwH",46,20,"Anub'arak",242,0,0,0,0,0,0,45,1,2,0,0,5,0,0,0,5,5,0,"Hwlz","Mage","Fire",13360.958021755,131187,131.187,1693532901698,1693523601154,"Anub'arak",242,"200-500",27497544,"Benediction"
"425","G8DmgRwayxn2Mr37",7,151,"Twin Val'kyr",274,2,0,0,0,1,0,44,2,0,0,0,5,0,0,5,5,0,0,"Teleporter","Mage","Fire",18863.194224056,126040,126.04,1691541007497,1691539321177,"Twin Val'kyr",274,"200-500",64091838,"Faerlina"
"426","GKMCV2jHfv7gdNZB",3,43,"Lord Jaraxxus",174,2,2,2,2,1,0,31,2,0,0,0,0,0,0,5,0,5,1,"Speedemon","Mage","Fire",18807.864821541,135998,135.998,1694540861040,1694539642495,"Lord Jaraxxus",174,"200-500",82352288,"Gehennas"
"427","GKMCV2jHfv7gdNZB",6,43,"Twin Val'kyr",178,2,2,0,0,3,0,56,0,0,0,0,0,0,0,6,0,0,1,"Speedemon","Mage","Fire",19120.033503388,131330,131.33,1694541590619,1694539642495,"Twin Val'kyr",178,"200-500",82352288,"Gehennas"
"428","GMczAPaXwdfB4Dbm",72,16,"Anub'arak",81,2,0,0,0,0,0,32,1,0,0,0,5,0,0,5,0,0,0,"爸爸爱喝啦菲","Mage","Fire",14329.858704117,116847,116.847,1692287356625,1692276230751,"Anub'arak",81,"Top-100",2698309,"伊弗斯"
"429","GPLJf1nQYZ6kcgya",70,23,"Anub'arak",248,2,0,0,0,0,1,35,1,2,0,0,5,0,0,0,5,0,0,"丶齐天大圣","Mage","Fire",13340.899291654,129880,129.88,1693154890049,1693136039625,"Anub'arak",248,"200-500",4184578,"伊弗斯"
"430","GQRL4Z2vMJcCwtAd",2,9,"The Northrend Beasts",57,3,0,0,0,2,1,62,0,2,0,2,5,0,0,0,5,0,0,"冰棒","Mage","Fire",12896.218766124,201931,201.931,1693233252973,1693233241666,"The Northrend Beasts",57,"Top-100",2829989,"逐風者"
"431","GQRL4Z2vMJcCwtAd",35,9,"Anub'arak",284,2,0,0,0,2,0,28,1,2,0,0,4,0,0,4,4,0,0,"冰棒","Mage","Fire",13165.983171052,127043,127.043,1693243197415,1693233241666,"Anub'arak",284,"200-500",2829989,"逐風者"
"432","GRmM63c7jrqpdLZy",6,29,"Twin Val'kyr",234,2,3,0,0,2,0,59,1,2,0,0,6,0,0,6,6,0,0,"Csdlpp","Mage","Fire",18964.927422519,152940,152.94,1694350070459,1694348178119,"Twin Val'kyr",234,"200-500",6080464,"伊弗斯"
